tweetid,sentiment,followers_count,favourites_count,verified,statuses_count,timestamp_ms,text,borough,party
839,0.7672,64,34,False,128,1525181218127,"#LibDems have been at the forefront of challenging the #Earlscourt Masterplan at Council, GLA &amp; Parliamentary level. We need a wide range of housing options — significant, green replacement venue on the site. Vote Lib Dem 3 May. #LE18 @LibDems @KCLibDems @ECHist37 @saveEarlsCourt https://t.co/LFKhSMHSV3",NULL,NULL
840,0.6114,12329,2017,False,3232,1525181219068,??3rd Councillor defects to Renew??
John Ferrett -Labour veteran of 27 years quits in protest @ Corbyn’s leadership. Welcome Councillor Ferrett!
Support for Renew is snowballing - we are THE centrist party.  #21stCenturyPolitics #MayDay #LE2018 #RenewUK
https://t.co/JXNgL2X66T,NULL,NULL
841,0.7019,4201,153,False,183,1525181221937,2 days LEFT! https://t.co/osqQg0LcMS  rocket launching on 3rd of May. 20000 whitelist registrations already. THIS will be HUGE! Join us at https://t.co/osqQg0LcMS  #ico #start #Preico #rocket #launching #May3rd,NULL,NULL
842,-0.3382,3448,142658,False,264126,1525181224288,?? Today is the day Florida! No excuses. Get out there and exercise your right to vote. 

State-level elections matter a lot. Turning out for local legislative races is how Republicans have amassed so much political power. Let’s take it back. VOTE ? .
https://t.co/MQPTMegRfw,NULL,NULL
843,-0.3071,867,3433,False,34178,1525181225228,Labour's latest broadcast lays bare the difficulties so many are facing under this heartless government.

Join the millions of people getting ready to #VoteLabour this Thursday. 

Remember that #WeRiseTogether - hear these stories and pass them on ? 

https://t.co/nOMB0FsXlU,NULL,NULL
844,0,1375,26602,False,29414,1525181226230,Now can you see why they must go. 
 #MayMustGo 
#VoteLabour https://t.co/N4RfLkVGKM,NULL,NULL
845,0.5994,5539,33427,False,20270,1525181226677,"Given its local election week, worth noting Facebook engagement rates for past 7 days: 

@LeaveEUOfficial: 337k
Labour: 77k
Conservatives: 51k
Momentum: 50k
UKIP: 22k
LibDems: 11k",NULL,NULL
846,0.7762,24,118,False,525,1525181229959,"@lorraineSW1 @LambethLabour @SadiqKhan @cllrpeck @LondonLabour @StreathamLabour @ChukaUmunna @StLeonardsTeam @StreathamWells @StreathamHLab @moseeds @sg_donnelly @heartstreatham @theresa_may Can't believe it. The PM wants to investigate why there is racism in mental health - this should have been done long time ago.....Instead, is suggested 2 days before a general election,  to win more seats - conservative and labour parties are CRAP!!!!! Vote4LIB. Liberals care!",NULL,NULL
847,-0.4767,78,213,False,1467,1525181231284,A Conservative candidate for the local elections in Dudley has been suspended after a leaflet was circulated claiming Labour had spread hepatitis in the local ward. https://t.co/YZr0VrP9v3,NULL,NULL
848,0.4019,2864,34731,False,90176,1525181235947,"Were Labour MPs as slavishly devoted to, say, Harold Wilson's period in government to the point where they were still serving up rosy memories of his '66 election victory in 1987, as these insufferable people do today about Blair? https://t.co/d8LwZI0JhS",NULL,NULL
849,-0.1779,764,37539,False,66134,1525181236903,I was campaigning in Thurrock this morning ahead of the local elections.

We need to send an unmistakable message to @Theresa_May's weak and divided Government on Thursday.

Find out where you can join us campaigning and make the biggest difference: https://t.co/ttbxg2H0ai https://t.co/GZlZvPufO1,NULL,NULL
850,0.1531,3578,9179,False,11400,1525181240144,@MichaelAbberton No the only #priority is to #STOPBREXIT so #getreal ANY vote for @UKLabour currently will be taken by @jeremycorbyn as a vote for #Brexit
If you want to #remain in the #EuropeanUnion you must vote for a #RemainParty ??
#VoteLibDem #VoteTheGreenParty #VoteRenewBritain
@LibDems https://t.co/9rjL3tTiUa,NULL,NULL
851,0.7906,12329,2017,False,3232,1525181241627,If moderate MPs had the moral courage of fmr Labour &amp; Tory Cllr’s and parliamentary candidates @judi_sutherland @MikeLeSurf @jamescousins &amp; @John_Ferrett &amp; joined @Renew_Britain they could cause an election &amp; win https://t.co/1j8vv9zKIY,NULL,NULL
852,0.2247,151,16895,False,3361,1525181241746,"Labour blocked #PeoplesVote today in the House of Lords. This Thursday, local elections, let's tell Labour very clearly what we think about that. I'll vote Green.

#ABTV https://t.co/6qHTeNg5gs",NULL,NULL
853,-0.3382,5238,92244,False,89710,1525181255206,?? Today is the day Florida! No excuses. Get out there and exercise your right to vote. 

State-level elections matter a lot. Turning out for local legislative races is how Republicans have amassed so much political power. Let’s take it back. VOTE ? .
https://t.co/MQPTMegRfw,NULL,NULL
854,0.4019,739799,3110,True,129802,1525181255175,"@StephenMossGdn @loftgroovv Disagree completely: Labour started the last general election campaign with 24% and ended six weeks later on 40% by emphasising it would accept the referendum result and focusing on other issues instead, such as ending austerity. It did not campaign as an anti-Brexit party.",NULL,NULL
855,0,111,0,False,1783,1525181255784,"Disagree kompletely: Labour started ze last general election kampaign mitt 24% undt ended six veeks later on 40% by emphasisingkt it vould accept ze referendum r-r-result undt focusingkt on oder issues instead, such as endingkt austerity. It did not kampaign as an anti-Brexit par",NULL,NULL
856,0,1668093,523349,False,1650311,1525181255931,@CaptainJimDandy @Rachael_Swindon @mcnally_bucky @mikecoulson48 @Avitusparta @oohincensed @Snarf2017 @Wirral_In_It @Helenmarchant9 @duncanpoundcake @samcro1882 @MellowOchre @silverrich39 @Mickryder5 @demindblower Theresa May.. Just because
#AmberRudd #SajidJavid #TheresaMay #MayMustGo #MayOut #HomeSecretary #VoteLabour #VoteLabour3May #WindrushScandal #WindrushJustice #ToryLies #HostileEnvironment #toriesout #Brexit #BrexitShambles #HostileEnviroment #JeremyCorbyn https://t.co/MfMGtIyMEr,NULL,NULL
857,-0.4497,1348,3654,False,10771,1525181260304,"There are local elections next week, but 99 local councillors have already lost their seats. Chris Game asks why #localelections #LE2018   https://t.co/wtoRSZkox7",NULL,NULL
858,0.0772,1804,2804,False,6922,1525181265531,"#OTD 1997. Labour Landslide. On a swing of 8.8%, Labour win 418 seats giving Blair a majority of 179. In their worst election defeat since 1906 the Tories retain just 165 MPs, with their smallest share of the vote since 1832. Blair becomes the youngest PM of the century. https://t.co/24Iz27VHN8",NULL,NULL
859,0.6486,25,2987,False,787,1525181267662,Millions of people across the country are getting ready to send the Tories a powerful message in the local elections on Thursday.
This is why. #VoteLabour
 
Find your polling station now: https://t.co/i6q6sqhUu6 https://t.co/zOHt7wKrkT,NULL,NULL
860,0.6407,3509,8582,False,13962,1525181267703,"2. #Brexit is Local...Local jobs, Local NHS, Local Schools, Local Social Care, Local Services, Local Libraries &amp; Museums, Local Potholes.
May's version will cost £600m+pw

Don't be fooled by Tories or Labour..if U don't want #Brexit U don't want them!
#ABTV  #LE2018 4 a #FairVote https://t.co/IUShwqoJTm",NULL,NULL
861,0.7345,1361,375,False,2553,1525181268899,My last @SouthfieldsLab session before the #LocalElections2018 . With @JeremyAmbache @guygriffith @samalexnicholas @sheilaboswell Claire &amp; George. Good luck all you @PutneyLabour  @WandsworthLab troopers! https://t.co/qDQLRkUFdZ,NULL,NULL
862,0.6892,288,2120,False,2001,1525181269346,The polls are open! I hope you’ll join Tennesseans across the state and exercise your right to vote! Find your local polling location &gt;&gt;https://t.co/ZWa38UpSiv,NULL,NULL
863,0.765,5,108,False,90,1525181270242,A lovely sunny evening to have @eddieizzard in Trafford campaigning with candidate @JayneDillon1 #VoteLabour #labourdoorstep https://t.co/j0DZn9FCf7,NULL,NULL
864,0.2626,2743,11884,False,16933,1525181271551,So found out Teresa may won't back #AlfiesLaw shame on her heartless flucking twit RT RT SHE FORGETS LOCAL ELECTIONS NEXT WEEK don't vote for conservatives make less buddies for her party @Alfiesarmy16 @OLOV1571 @__AlexN_ @_Psychic_Sam @IanBall73999 @Love2Bead1 @Steven_Woolfe,NULL,NULL
865,0.0772,1530,144,False,3725,1525181272827,"#OTD 1997. Labour Landslide. On a swing of 8.8%, Labour win 418 seats giving Blair a majority of 179. In their worst election defeat since 1906 the Tories retain just 165 MPs, with their smallest share of the vote since 1832. Blair becomes the youngest PM of the century. https://t.co/24Iz27VHN8",NULL,NULL
866,0.9403,3180,456,False,1602,1525181275234,We need everyone in the labour party to quit over Corbyn so that finally they may have someone worth voting for. :-). It would show corbynites that their darling is like Blackadder's Darling. ;-) https://t.co/yzvFFFcDhd,NULL,NULL
867,0,1668093,523349,False,1650311,1525181277253,@CaptainJimDandy @Rachael_Swindon @mcnally_bucky @mikecoulson48 @Avitusparta @oohincensed @Snarf2017 @Wirral_In_It @Helenmarchant9 @duncanpoundcake @samcro1882 @MellowOchre @silverrich39 @Mickryder5 @demindblower Theresa May.. Just because
#AmberRudd #SajidJavid #TheresaMay #MayMustGo #MayOut #HomeSecretary #VoteLabour #VoteLabour3May #WindrushScandal #WindrushJustice #ToryLies #HostileEnvironment #toriesout #Brexit #BrexitShambles #HostileEnviroment #JeremyCorbyn https://t.co/MfMGtIyMEr,NULL,NULL
868,0,6,95,False,163,1525181277925,"After repeated delays, Tunisia will hold the first democratic local elections in the country’s history on May 6. Will Tunisians go to the polls? https://t.co/35tqnnFnBS",NULL,NULL
869,0.627,536,29679,False,4274,1525181278085,@markconner64 @THgrumpy67 @witchymacwoman @ShirleyPressler @Hawkins2Mac @IdRatherRetire @bobcaz2001 @KarenJConnell @Childofthe1950s @manatrue @GillW1220 @HilaryWyles @marnaz54 @SnaithPauline @juliadavies172 @frances_email @LizzieCornish @Marion_WASPI_CO @Allchanges @timloughton @carolynharris24 @2020Comms @nw_nicholas WE CAN MAKE A DIFFERENCE! USE YOUR VOTE WISELY! 
#50sWomen #BootThemOut #Elections #May2018
https://t.co/J1QptxXSX3 …
#BackTo60 #OneVoice,NULL,NULL
870,-0.3506,26,625,False,1430,1525181278358,This is simply shocking stuff. There can be no room for intimidation in our politics at any level. I hope @MKLabourParty and @MKLibDems will join @MKConservatives with the #RespectPledge for #LocalElections It's ok to disagree but NEVER ok to be vile/threatening in disagreement https://t.co/9NvID1YyI6,NULL,NULL
871,-0.4767,456,25487,False,80575,1525181278697,"Tory candidate Karen Sunderland, who is seeking election in Crofton Park, Lewisham, has been suspended for tweeting Islamophobic comments  

 https://t.co/kxuZPqESjd",NULL,NULL
872,-0.5106,4435,818,False,6674,1525181280534,"Following significant political turmoil in the last year, the Conservatives could face losing control of #KensingtonandChelsea for the first time in more than 50 years #localelections2018 
https://t.co/TCW006DRfS https://t.co/Us6JZilRHd",NULL,NULL
873,-0.3382,437,586,False,774,1525181284546,?? Today is the day Florida! No excuses. Get out there and exercise your right to vote. 

State-level elections matter a lot. Turning out for local legislative races is how Republicans have amassed so much political power. Let’s take it back. VOTE ? .
https://t.co/MQPTMegRfw,NULL,NULL
874,-0.3382,6630,207747,False,208891,1525181287266,?? Today is the day Florida! No excuses. Get out there and exercise your right to vote. 

State-level elections matter a lot. Turning out for local legislative races is how Republicans have amassed so much political power. Let’s take it back. VOTE ? .
https://t.co/MQPTMegRfw,NULL,NULL
875,-0.3382,41,1483,False,1939,1525181287747,?? Today is the day Florida! No excuses. Get out there and exercise your right to vote. 

State-level elections matter a lot. Turning out for local legislative races is how Republicans have amassed so much political power. Let’s take it back. VOTE ? .
https://t.co/MQPTMegRfw,NULL,NULL
876,0.6597,471,36194,False,39020,1525181288381,#The3MillionVote
Islington @TheGreenParty candidate Ernestas Jegorovas (@GreenHighbury) pledges to support EU citizens locally throughout the Brexit process. 
#LE2018

Are you a local candidate? You too can pledge to support EU citizens locally here:
https://t.co/Ls2AL4viVn https://t.co/O254RDO9iU,NULL,NULL
877,0,116,0,False,82343,1525181289517,"BBCNEWS 6:26am LOCAL ELECTIONS 2O18. 4,37O seats on 15O councils up for grabs
LOCAL ELECTIONS 2O1B. Voters in England head 1O the...",NULL,NULL
878,-0.0731,1764,3947,False,5288,1525181290404,"@niamh_mcintyre A replacement for the staggering incompetence of a Labour Party who lets money pours through their hands like water, and can't protect the young from sexual predators.

#VoteConservative",NULL,NULL
879,0.4534,1519,26245,False,2060,1525181290756,"??Tennessee??

It is #ElectionDay so make sure you get out and VOTE??

Local elections matter! School board, county commissioners, and county executives need #gunsense too??
#GOTV #tnleg @MomsDemand https://t.co/Kc1PKoDkqa",NULL,NULL
880,0.4534,1949,135,False,97135,1525181292574,"??Tennessee??

It is #ElectionDay so make sure you get out and VOTE??

Local elections matter! School board, county commissioners, and county executives need #gunsense too??
#GOTV #tnleg @MomsDemand https://t.co/Kc1PKoDkqa",NULL,NULL
881,0,5504,1774,False,65709,1525181295203,"Three polls in the last 24hrs take the all-pollster average to a lead for the #Conservatives of 1.5%: they stand on 40.9%, as against #Labour on 39.4% and the #LibDems on 8.1%.",NULL,NULL
882,-0.9032,407,6304,False,11783,1525181297673,"From the crises in our schools, NHS and housing, to cuts to youth services and the Windrush scandal, the Tories are failing the people of our country.

#VoteLabour on Thursday to send this heartless Government an unmistakable message. https://t.co/TUCvdIcglg",NULL,NULL
883,0.4939,16216,3568,False,22804,1525181298821,"On May 3, the local elections will see contests in 150 English local authorities. 
Here's 5 reasons you need to care from Lecturer in British Politics, @karinbottom 
https://t.co/CrO31ZRGmA https://t.co/IStVfVEgF5",NULL,NULL
884,0.6114,863,924,False,13373,1525181299452,??3rd Councillor defects to Renew??
John Ferrett -Labour veteran of 27 years quits in protest @ Corbyn’s leadership. Welcome Councillor Ferrett!
Support for Renew is snowballing - we are THE centrist party.  #21stCenturyPolitics #MayDay #LE2018 #RenewUK
https://t.co/JXNgL2X66T,NULL,NULL
885,-0.7507,14534,24251,False,14615,1525181299805,People don't always vote at local elections but this Thursday is so important.

We need to show our disdain for this awful divisive Tory govt. 

Thursday is a massive chance to put pressure on May &amp; this Tory govt. 

#VoteLabourMay3rd https://t.co/oMMC9PJcd9,NULL,NULL
886,0.7717,6071,3171,False,29423,1525181300809,@ReadingLabour lovely personal touch from David McKenzie. He's got my vote and hope he can come along to the Big Lunch in Auckland Road as our councillor #VoteGreenGetTory #VoteLabour #May3rd #Rdguk #DavidMcKenzie https://t.co/38T9wbXhIC,NULL,NULL
887,-0.3382,1197,169660,False,96521,1525181301512,?? Today is the day Florida! No excuses. Get out there and exercise your right to vote. 

State-level elections matter a lot. Turning out for local legislative races is how Republicans have amassed so much political power. Let’s take it back. VOTE ? .
https://t.co/MQPTMegRfw,NULL,NULL
888,0,1668093,523349,False,1650312,1525181302733,Theresa May.. Just because
#AmberRudd #SajidJavid #TheresaMay #MayMustGo #MayOut #HomeSecretary #VoteLabour #VoteLabour3May #WindrushScandal #WindrushJustice #ToryLies #HostileEnvironment #toriesout #MayDay #BrexitShambles #HostileEnviroment #JeremyCorbyn https://t.co/MfMGtIyMEr,NULL,NULL
889,-0.4939,4,3,False,4,1525181304222,"Stanley Ward needs a Green Councilor to cut toxic air, cut noise pollution, add more trees and affordable housing.
You have 3 votes to cast on Thurs 3rd May 2018. This election, Go For Green.
#le2018 #LocalElections2018 #stanleyward #rbkc #kensingtonandchelsea #voteheinzschumi https://t.co/EJFdEwIhlo",NULL,NULL
890,0.0772,1993,3297,False,36416,1525181304449,"#OTD 1997. Labour Landslide. On a swing of 8.8%, Labour win 418 seats giving Blair a majority of 179. In their worst election defeat since 1906 the Tories retain just 165 MPs, with their smallest share of the vote since 1832. Blair becomes the youngest PM of the century. https://t.co/24Iz27VHN8",NULL,NULL
891,0.8748,9134,2152,True,7382,1525181305017,2 days to go until the local elections! ??Vote 3 Xs for Labour on 3rd May to:
Give our children and young people the best start in life ??
Clean up the air we breathe ?? 
Make streets safer and healthier for pedestrians and cyclists ????????????,NULL,NULL
892,0.5859,498,9381,False,10113,1525181306742,RT @DerbyChrisW: Have you heard about the amazing levitating Tory dog? Read this link for the incredible details. https://t.co/cIZhmtifq7,NULL,NULL
893,0.6486,1595,74370,False,45737,1525181306852,Millions of people across the country are getting ready to send the Tories a powerful message in the local elections on Thursday.
This is why. #VoteLabour
 
Find your polling station now: https://t.co/i6q6sqhUu6 https://t.co/zOHt7wKrkT,NULL,NULL
894,0.6892,412,75059,False,27253,1525181308201,The polls are open! I hope you’ll join Tennesseans across the state and exercise your right to vote! Find your local polling location &gt;&gt;https://t.co/ZWa38UpSiv,NULL,NULL
895,0.4019,471,36195,False,39021,1525181308859,On Thursday 3/5/18 #LE2018 #Vote one #Remain party or Independent only.
-- #StopBrexit #FBPE #WATON #ABTV #The3MillionVote #PeoplesVote #LocalElections2018 #EU #FinalSay #MayMustGo #BrexitShambles #Democracy #StopBrexitSaveBritain #Remainers #FinalSay #1stMay #stopbrexit2018 https://t.co/PPO96LFk1B,NULL,NULL
896,-0.3382,144,3035,False,10204,1525181318354,?? Today is the day Florida! No excuses. Get out there and exercise your right to vote. 

State-level elections matter a lot. Turning out for local legislative races is how Republicans have amassed so much political power. Let’s take it back. VOTE ? .
https://t.co/MQPTMegRfw,NULL,NULL
897,0.6486,1199,23445,False,40578,1525181320632,Millions of people across the country are getting ready to send the Tories a powerful message in the local elections on Thursday.
This is why. #VoteLabour
 
Find your polling station now: https://t.co/i6q6sqhUu6 https://t.co/zOHt7wKrkT,NULL,NULL
898,0.1779,3679,24262,False,28283,1525181324131,On #Marr @BrandonLewis sets out what Thursday's local elections are all about. For better services and lower taxes vote for your local Conservatives on 3rd May ?? https://t.co/AS8wF4lZ9S,NULL,NULL
899,0.1306,3981,15992,False,15422,1525181324809,. @UKLabour supporters who are anti Brexit need to get their heads round the fact that there is no 'long game'. Corbyn is as pro Brexit as Rees-Mogg and Gove. If you vote Labour in the local elections you are not fighting Brexit you are aiding it. #StopBrexit https://t.co/bqOADBEPfj,NULL,NULL
900,-0.6124,1204,11572,False,36115,1525181326223,Damn my mom woulda been 38 this year ?? #may3rd,NULL,NULL
901,0.5994,3567,178468,False,396655,1525181327710,"Given its local election week, worth noting Facebook engagement rates for past 7 days: 

@LeaveEUOfficial: 337k
Labour: 77k
Conservatives: 51k
Momentum: 50k
UKIP: 22k
LibDems: 11k",NULL,NULL
902,0.2247,157,2993,False,2850,1525181329040,"Labour blocked #PeoplesVote today in the House of Lords. This Thursday, local elections, let's tell Labour very clearly what we think about that. I'll vote Green.

#ABTV https://t.co/6qHTeNg5gs",NULL,NULL
903,0.5859,59,2946,False,3238,1525181330421,RT @DerbyChrisW: Have you heard about the amazing levitating Tory dog? Read this link for the incredible details. https://t.co/cIZhmtifq7,NULL,NULL
904,0.743,21,475,False,241,1525181332656,Vote Steve Dean if you live in Jarrow’s Bede Ward. He’s a respected local lad who gets things done and is heavily involved in the save South Tyneside Hospital campaign instead of seeking cheap publicity. Steve Dean’s standing for Labour. This is nothing to do with football https://t.co/FTfAe4onEe,NULL,NULL
905,-0.6249,45,610,False,647,1525181334651,@jeremycorbyn Labour councils build five times more council homes than Conservative councils &amp; get 50% more homes of all types built.

To fix the housing crisis we need more Labour councillors &amp; more Labour councils elected on Thursday. #VoteLabour
#May1st #MayDay 
https://t.co/9RH7E2kDYa,NULL,NULL
906,0.7906,647,12776,False,27663,1525181336950,If moderate MPs had the moral courage of fmr Labour &amp; Tory Cllr’s and parliamentary candidates @judi_sutherland @MikeLeSurf @jamescousins &amp; @John_Ferrett &amp; joined @Renew_Britain they could cause an election &amp; win https://t.co/1j8vv9zKIY,NULL,NULL
907,0.5994,172,17879,False,15805,1525181337109,"Given its local election week, worth noting Facebook engagement rates for past 7 days: 

@LeaveEUOfficial: 337k
Labour: 77k
Conservatives: 51k
Momentum: 50k
UKIP: 22k
LibDems: 11k",NULL,NULL
908,0.5994,115,8575,False,2373,1525181337473,"Given its local election week, worth noting Facebook engagement rates for past 7 days: 

@LeaveEUOfficial: 337k
Labour: 77k
Conservatives: 51k
Momentum: 50k
UKIP: 22k
LibDems: 11k",NULL,NULL
909,0.7951,621,27,False,1092,1525181337550,Get ready to #VoteLabour this Thursday:

Step 1: Find your polling station – https://t.co/i6q6sq0j5w
Step 2: Plan your route (polls are open from 7am-10pm)
Step 3: Share this so your friends do the same ? https://t.co/t7WiLwM7oW,NULL,NULL
910,0.4019,629,407,False,2394,1525181337897,Support Michael Greatorex this Thursday in Mercian. https://t.co/mEhGJiLXAp,NULL,NULL
911,0,3587,256173,False,337769,1525181340050,RT @OldDominionPost: #Vote #ElectionDay
Local Elections Today https://t.co/rIImQCjCah,NULL,NULL
912,0.8176,150,23130,False,25404,1525181342722,RT @HackneyAbbott: Happy #MayDay
Let's unite to get the #ToriesOut &amp; win @JeremyCorbyn4PM for a New Deal for Working People
#VoteLabour htt…,NULL,NULL
913,0,1668093,523349,False,1650313,1525181343916,Theresa May.. Just because
#MaydayMaydayMaydayMayday #TheresaMay #MayMustGo #MayOut #HomeSecretary #VoteLabour #VoteLabour3May #WindrushScandal #WindrushJustice #ToryLies #toriesout #Brexit #BrexitShambles #HostileEnviroment #JeremyCorbyn https://t.co/MfMGtIyMEr,NULL,NULL
914,0.4019,3068,41345,False,48456,1525181344125,"Today I am invited on to BBC 2’s Daily Politics at 12pm, and this evening on LBC’s Iain Dale Show at 6pm. To talk about the local elections (so I am told), and hopefully Brexit.",NULL,NULL
915,0.6239,933377,4270,True,27514,1525181346394,"The Mayor of London @SadiqKhan is backing the excellent @StLeonardsTeam, @sg_donnelly @RobertMHill and Cllr Saleha Jaffer in Thursday's local election! #BetterFairerLambeth #VoteLabour https://t.co/9jnju6pz04",NULL,NULL
916,0.0772,1375,26603,False,29417,1525181347363,"#OTD 1997. Labour Landslide. On a swing of 8.8%, Labour win 418 seats giving Blair a majority of 179. In their worst election defeat since 1906 the Tories retain just 165 MPs, with their smallest share of the vote since 1832. Blair becomes the youngest PM of the century. https://t.co/24Iz27VHN8",NULL,NULL
917,0.5994,1121,39595,False,42043,1525181347798,"Given its local election week, worth noting Facebook engagement rates for past 7 days: 

@LeaveEUOfficial: 337k
Labour: 77k
Conservatives: 51k
Momentum: 50k
UKIP: 22k
LibDems: 11k",NULL,NULL
918,0.0772,1375,26603,False,29418,1525181347770,"#OTD 1997. Labour Landslide. On a swing of 8.8%, Labour win 418 seats giving Blair a majority of 179. In their worst election defeat since 1906 the Tories retain just 165 MPs, with their smallest share of the vote since 1832. Blair becomes the youngest PM of the century. https://t.co/24Iz27VHN8",NULL,NULL
919,-0.4404,112,5762,False,31138,1525181348508,"People are suffering under this heartless, hopeless Tory Government.
Now is the time to send Theresa May and her party a message.
Join the millions of people getting ready to #VoteLabour this Thursday. 

Hear these stories and pass them on ? https://t.co/9zYHQzDTEl",NULL,NULL
920,0.7951,1339,15759,False,22707,1525181348889,Get ready to #VoteLabour this Thursday:

Step 1: Find your polling station – https://t.co/i6q6sq0j5w
Step 2: Plan your route (polls are open from 7am-10pm)
Step 3: Share this so your friends do the same ? https://t.co/t7WiLwM7oW,NULL,NULL
921,-0.3382,12413,323591,False,269084,1525181352433,?? Today is the day Florida! No excuses. Get out there and exercise your right to vote. 

State-level elections matter a lot. Turning out for local legislative races is how Republicans have amassed so much political power. Let’s take it back. VOTE ? .
https://t.co/MQPTMegRfw,NULL,NULL
922,0.6124,8512,139821,False,147612,1525181354646,"Interesting local election leaflet from the Tories. They are claiming Labour have delivered ""hepatitis"" to the area. Are you sure, Mr Razzaq? https://t.co/3pQwh7W1VU",NULL,NULL
923,-0.1779,222,582,False,5148,1525181355264,I was campaigning in Thurrock this morning ahead of the local elections.

We need to send an unmistakable message to @Theresa_May's weak and divided Government on Thursday.

Find out where you can join us campaigning and make the biggest difference: https://t.co/ttbxg2H0ai https://t.co/GZlZvPufO1,NULL,NULL
924,0.8225,545,14442,False,17681,1525181356881,"Hi @jeremycorbyn, thousands of Labour members are trudging the streets today to help you get your message out in the Local Elections. After May 3rd, can you help them? By respecting the two thirds of them who oppose Brexit @Labour4EU @Femi_Sorry #PCPEU",NULL,NULL
925,-0.7964,770,5528,False,14537,1525181357720,"Another racist Tory candidate suspended over claims of Islamophobia 

David Boston was standing for election to the borough council in Enfield, London 

#ToriesOut #EnoughIsEnough #ToryRacism #LocalElections2018 https://t.co/JgOxeXlMBy",NULL,NULL
926,0,234,659,False,698,1525181358837,RT @DelChrisHead: Roanoke City and the Town of a Vinton have local elections today. Polls are open through 7PM!,NULL,NULL
927,0.7845,316,538,False,1277,1525181359598,"Our fantastic #LibDem candidates for #Sawston are Brian Milnes &amp; Clare Delderfield. They are fighting for better public services and better public transport. You have 2 votes this Thursday, give them to @BrianMilnes &amp; @ClareDelders More: https://t.co/6ZfnBALexo #LE2018 https://t.co/fzcsyngrhb",NULL,NULL
928,-0.3382,776,5899,False,16034,1525181361193,?? Today is the day Florida! No excuses. Get out there and exercise your right to vote. 

State-level elections matter a lot. Turning out for local legislative races is how Republicans have amassed so much political power. Let’s take it back. VOTE ? .
https://t.co/MQPTMegRfw,NULL,NULL
929,0.3182,222,582,False,5151,1525181367260,This ‘unguarded moment’ by Sainsbury’s CEO won’t be taken well by the thousands of @unitetheunion @GMB_union and @UsdawUnion members at ASDA/Sainsbury’s worrying about their jobs. @RLong_Bailey right to call for stronger protections for all impacted by mergers #VoteLabour https://t.co/PRp3m4YwJQ,NULL,NULL
930,-0.3506,1527,1201,False,23385,1525181369124,This is simply shocking stuff. There can be no room for intimidation in our politics at any level. I hope @MKLabourParty and @MKLibDems will join @MKConservatives with the #RespectPledge for #LocalElections It's ok to disagree but NEVER ok to be vile/threatening in disagreement https://t.co/9NvID1YyI6,NULL,NULL
931,0.8176,771,27848,False,21824,1525181370267,RT @HackneyAbbott: Happy #MayDay
Let's unite to get the #ToriesOut &amp; win @JeremyCorbyn4PM for a New Deal for Working People
#VoteLabour htt…,NULL,NULL
932,0.4019,8860,16454,False,21528,1525181372150,On Thursday 3/5/18 #LE2018 #Vote one #Remain party or Independent only.
-- #StopBrexit #FBPE #WATON #ABTV #The3MillionVote #PeoplesVote #LocalElections2018 #EU #FinalSay #MayMustGo #BrexitShambles #Democracy #StopBrexitSaveBritain #Remainers #FinalSay #1stMay #stopbrexit2018 https://t.co/PPO96LFk1B,NULL,NULL
933,-0.1779,682,47887,False,48384,1525181374546,I was campaigning in Thurrock this morning ahead of the local elections.

We need to send an unmistakable message to @Theresa_May's weak and divided Government on Thursday.

Find out where you can join us campaigning and make the biggest difference: https://t.co/ttbxg2H0ai https://t.co/GZlZvPufO1,NULL,NULL
934,0,256,1570,False,3780,1525181375088,Only three days until local elections. #VoteLibDem on May 3rd for candidates who understand your community #localelections https://t.co/G6urLiOxEB,NULL,NULL
935,0.5994,1492,89023,False,107373,1525181376067,"Given its local election week, worth noting Facebook engagement rates for past 7 days: 

@LeaveEUOfficial: 337k
Labour: 77k
Conservatives: 51k
Momentum: 50k
UKIP: 22k
LibDems: 11k",NULL,NULL
936,0.91,436,11417,False,20860,1525181376179,"For years I’ve heard people say out on the doorstep, ‘I’m not voting because you’re all the same’.. Well now you have a clear difference, now you have an honest politician that makes sense, speaks like we do, with an economic strategy that will benefit the many NOT the few. https://t.co/SuoTyKQLwm",NULL,NULL
937,0.8748,19912,2006,False,104791,1525181378653,2 days to go until the local elections! ??Vote 3 Xs for Labour on 3rd May to:
Give our children and young people the best start in life ??
Clean up the air we breathe ?? 
Make streets safer and healthier for pedestrians and cyclists ????????????,NULL,NULL
938,0.1306,619,884,False,8233,1525181382934,. @UKLabour supporters who are anti Brexit need to get their heads round the fact that there is no 'long game'. Corbyn is as pro Brexit as Rees-Mogg and Gove. If you vote Labour in the local elections you are not fighting Brexit you are aiding it. #StopBrexit https://t.co/bqOADBEPfj,NULL,NULL
939,0.3802,3353,203,True,626,1525181383858,Today is Election Day across the state for local elections.  Make sure to get out and vote today!,NULL,NULL
940,0.8316,438,96,False,4753,1525181385392,“The best defence against a Tory government are Labour councillors”. Proud to be backed by Mayor @SadiqKhan ahead of Thursday’s election ?? https://t.co/qdB4iver5N,NULL,NULL
941,0,151,11,False,1549,1525181385676,Voters take to the polls for local elections. Follow along with reporters as they bring live updates from polling places on the Peninsula https://t.co/JOd8Pteciw #vaelections #electionday https://t.co/GkdrHpDUDL,NULL,NULL
